"ParkName","Date","CountRaw","CountAdjusted","Species","Classification","Size","DisruptiveActivities"
"Alvin G. Beaman Park",2021-07-23,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-24,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-25,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-26,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-27,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-28,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-29,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-30,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-07-31,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-01,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-03,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-04,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-05,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-06,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-07,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-08,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-09,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-10,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-11,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-12,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-13,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-14,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-15,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-16,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-17,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-18,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-19,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-20,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-21,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-22,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-23,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-24,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-25,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-26,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-27,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-28,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-29,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-30,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-08-31,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-01,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-03,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-04,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-05,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-06,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-07,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-08,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-09,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-10,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-11,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-12,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-13,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-14,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-15,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-16,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-17,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-18,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-19,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-20,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-21,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-22,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-23,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-24,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-25,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-26,3,0.75,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-27,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-28,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-29,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-09-30,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-01,3,0.75,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-03,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-04,3,0.75,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-05,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-06,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-07,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-08,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-09,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-10,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-11,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-12,5,1.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-13,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-14,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-15,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-16,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-17,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-18,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-19,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-20,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-21,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-22,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-23,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-24,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-25,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-26,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-27,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-28,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-29,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-30,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-10-31,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-01,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-03,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-04,3,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-05,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-06,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-07,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-08,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-09,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-10,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-11,4,1.33333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-12,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-13,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-14,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-15,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-16,3,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-17,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-18,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-19,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-20,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-21,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-22,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-23,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-24,3,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-25,5,1.66666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-26,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-27,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-28,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-29,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-11-30,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-01,4,1.33333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-03,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-04,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-05,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-06,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-07,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-08,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-09,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-10,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-11,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-12,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-13,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-14,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-15,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-16,4,1.33333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-17,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-18,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-19,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-20,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-21,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-22,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-23,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-24,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-25,4,1.33333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-26,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-27,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-28,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-29,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-30,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2021-12-31,2,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-01,2,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-03,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-04,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-05,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-06,1,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-07,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-08,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-09,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-10,1,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-11,3,1.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-12,1,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-13,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-14,1,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-15,1,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-16,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-17,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-18,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-19,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-20,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-21,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-22,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-23,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-24,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-25,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-26,1,0.333333333333333,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-27,3,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-28,2,0.666666666666667,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-29,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-30,3,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-01-31,4,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-01,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-03,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-04,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-05,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-06,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-07,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-08,4,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-09,3,0.75,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-10,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-11,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-12,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-13,4,1,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-14,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-15,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-16,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-17,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-18,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-19,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-20,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-21,3,0.75,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-22,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-23,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-24,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-25,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-26,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-27,2,0.5,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-02-28,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-03-01,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-03-02,0,0,"Eastern Gray Squirrel","Regional",">1000ac","No"
"Alvin G. Beaman Park",2022-03-03,1,0.25,"Eastern Gray Squirrel","Regional",">1000ac","No"
